periodo	numero_periodo	numero_unico	estado	fecha_publicacion	fecha_actualizacion	legislatura	proponente	grupo_parlamentario	autores	adherentes	sectores	tiene_ley	titulo
2016-2021	02819	02819/2017-CR	En comisión	2018/05/08	2018/05/10	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Schaefer Cuculiza Karla Melissa;Elías Ávalos Miguel Ángel;Ventura Ángel Roy Ernesto;Aguilar Montenegro Wilmer;Lazo Julca Israel Tito;Monterola Abregu Wuilian Alfonso;Martorell Sobero Guillermo Hernán"	""	"Trabajo y Seguridad Social"	true	LEY QUE PRECISA LA PARTICIPACIÓN DE LOS TRABAJADORES EN LAS UTILIDADES DE LAS EMPRESAS ELÉCTRICAS
2016-2021	02820	02820/2017-CR	Publicado El Peruano	2018/05/09	2018/06/18	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Mantilla Medina Mario Fidel;Tubino Arias Schreiber Carlos Mario Del Carmen;Segura Izquierdo César Antonio;Del Águila Cárdenas Juan Carlos;Pariona Galindo Federico;Dipas Huamán Miky Joaquín"	""	"Trabajo y Seguridad Social;Fiscalización y Contraloría"	true	LEY QUE PROPONE COMO REQUISITO PARA TRABAJAR EN EL SECTOR PÚBLICO NO HABER SIDO CONDENADO POR DELITO DE CORRUPCIÓN
2016-2021	02821	02821/2017-CR	Publicado El Peruano	2018/05/09	2018/12/19	Segunda Legislatura Ordinaria 2017	Congreso	No Agrupados	"De Belaunde De Cárdenas Alberto;Costa Santolalla Gino Francisco;Lombardi Elías Guido Ricardo;Mulder Bedoya Claude Maurice;Violeta López Gilbert Félix;Zeballos Salinas Vicente Antonio;Glave Remy Marisa"	""	"Producción, Micro y Pequeña Empresa y Cooperativas;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE REGULA LOS PLÁSTICOS DE UN SOLO USO PARA REDUCIR LA CONTAMINACÓN MARINA
2016-2021	02822	02822/2017-CR	Orden del Día	2018/05/09	2018/08/21	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Melgarejo Páucar María Cristina;Yuyes Meza Juan Carlo;Mantilla Medina Mario Fidel;Del Águila Cárdenas Juan Carlos;Cuadros Candia Nelly Lady;Figueroa Minaya Modesto;Albrecht Rodríguez Víctor Augusto"	""	"Cultura y Patrimonio Cultural"	true	LEY QUE DECLARA DE INTERÉS NACIONAL LA PROTECCIÓN, PUESTA EN VALOR, Y RECONOCIMIENTO COMO PATRIMONIO CULTURAL DE LA NACIÓN AL SITIO ARQUEOLÓGICO MONUMENTAL DE YAYNO UBICADO EN EL DISTRITO DE HUAYLLÁN, PROVINCIA DE POMABAMBA, DEPARTAMENTO DE ANCASH
2016-2021	02823	02823/2017-CR	Publicado El Peruano	2018/05/09	2020/07/25	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Salazar Miranda Octavio Edilberto;Segura Izquierdo César Antonio;Castro Grández Miguel Antonio;Noceda Chiang Paloma Rosa;Bartra Barriga Rosa María;Becerril Rodríguez Héctor Virgilio;Pariona Galindo Federico"	""	"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado;Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	LEY QUE DECLARA DE PREFERENTE INTERÉS NACIONAL LA CREACIÓN DEL DISTRITO DE EL MILAGRO, EN LA PROVINCIA DE TRUJILLO DEL DEPARTAMENTO DE LA LIBERTAD
2016-2021	02824	02824/2017-CR	Retirado	2018/05/09	2018/09/11	Segunda Legislatura Ordinaria 2017	Congreso	Nuevo Perú	"Pariona Tarqui Tania Edith;Quintanilla Chacón Alberto Eugenio;Pacori Mamani Oracio Ángel;Zeballos Patrón Horacio;Glave Remy Marisa;Huilca Flores Indira Isabel"	""	"Justicia y Derechos Humanos"	true	LEY QUE REGULA LA SITUACIÓN JURÍDICA DE LAS PERSONAS DESAPARECIDAS EN EL MARCO DE LA LEY 30470
2016-2021	02825	02825/2017-JNE	En comisión	2018/05/09	2018/05/14	Segunda Legislatura Ordinaria 2017	Jurado Nacional de Elecciones		""	""	"Constitución y Reglamento"	true	LEY QUE ESTABLECE EL PRECEDENTE ELECTORAL VINCULANTE
2016-2021	02826	02826/2017-CR	En comisión	2018/05/10	2019/06/19	Segunda Legislatura Ordinaria 2017	Congreso	Peruanos por el Kambio	"Violeta López Gilbert Félix;Sheput Moore Juan Manuel Kosme;Meléndez Celis Jorge Enrique;Sánchez Alva Janet Emilia;Flores Vílchez Clemente;Choquehuanca De Villanueva Ana María;Oliva Corrales Alberto Eugenio;Olaechea Álvarez Calderón Pedro Carlos"	""	"Trabajo y Seguridad Social"	true	LEY QUE PROMUEVE LA CREACIÓN DE EMPLEO INCLUSIVO E INFRAESTRUCTURA BÁSICA A RAVÉS DEL PROGRAMA 'TRABAJA PERÚ'BAJO LA MODALIDAD DIRECTA DE NÚCLEOS EJECUTORES
2016-2021	02827	02827/2017-CR	Aprobado en Primera Votación	2018/05/10	2020/09/05	Segunda Legislatura Ordinaria 2017	Congreso	Peruanos por el Kambio	"Choquehuanca De Villanueva Ana María;Dávila Vizcarra Sergio Francisco Félix;Donayre Pasquel Patricia Elizabeth;Guía Pianto Moisés Bartolomé;Meléndez Celis Jorge Enrique;Olaechea Álvarez Calderón Pedro Carlos;Sheput Moore Juan Manuel Kosme"	""	"Justicia y Derechos Humanos"	true	LEY QUE MODIFICA EL ARTÍCULO 108-B DEL CÓDIGO PENAL REFERIDA AL FEMINICIDIO AGRAVADO PRODUCIDO EN ESPACIOS PÚBLICOS AFECTANDO DIRECTAMENTE A TERCERAS PERSONAS
2016-2021	02828	02828/2017-CR	Rechazado de Plano	2018/05/10	2018/12/04	Segunda Legislatura Ordinaria 2017	Congreso	Peruanos por el Kambio	"Guía Pianto Moisés Bartolomé;Choquehuanca De Villanueva Ana María;Olaechea Álvarez Calderón Pedro Carlos;Meléndez Celis Jorge Enrique;Lombardi Elías Guido Ricardo;Flores Vílchez Clemente;Sheput Moore Juan Manuel Kosme"	""	"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado;Mujer y Familia"	true	-LEY QUE REGULA EL FUNCIONAMIENTO Y ESTRUCTURA DE LAS SOCIEDADES DE BENEFICENCIA PÚBLICA
2016-2021	02829	02829/2017-CR	En comisión	2018/05/10	2018/05/14	Segunda Legislatura Ordinaria 2017	Congreso	No Agrupados	"Vieira Portugal Roberto Gamaniel;Ramírez Tandazo Bienvenido;Montenegro Figueroa Gloria Edelmira;Bocangel Weydert Guillermo Augusto;Yika García Luis Alberto;Robles Uribe Lizbeth Hilda;Galván Vento Clayton Flavio"	""	"Producción, Micro y Pequeña Empresa y Cooperativas"	true	LEY DE REESTRUCTURACIÓN DE DEUDA DEL PESCADOR ARTESANAL Y ACUICULTOR A FONDEPES
2016-2021	02830	02830/2017-CR	Presentado	2018/05/10	2020/10/15	Segunda Legislatura Ordinaria 2017	Congreso	Nuevo Perú	"Canzio Álvarez Mario José;Huilca Flores Indira Isabel;Ochoa Pezo Édgar Américo;Pacori Mamani Oracio Ángel;Pariona Tarqui Tania Edith;Quintanilla Chacón Alberto Eugenio"	""	"Educación, Juventud y Deporte"	true	LEY QUE RESTABLECE DERECHOS LABORALES Y BENEFICIOS DE DOCENTES INTERINOS
2016-2021	02831	02831/2017-CR	En comisión	2018/05/10	2018/05/14	Segunda Legislatura Ordinaria 2017	Congreso	No Agrupados	"Yika García Luis Alberto;Bocangel Weydert Guillermo Augusto;Dipas Huamán Miky Joaquín;Donayre Gotzch Edwin Alberto;Galván Vento Clayton Flavio;Montenegro Figueroa Gloria Edelmira;Segura Izquierdo César Antonio"	""	"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas"	true	LEY QUE OTORGA A LOS HÉROES DE LA DEMOCRACIA QUE PARTICIPARON EN LA OPERACIÓN MILITAR CHAVIN DE HUANTAR LOS BENEFICIOS COMPRENDIDOS EN LAS LEYES 24053, 25208, LEYES QUE OTORGAN BENEFICIOS A LOS EX COMBATIENTES DEFENSORES DE LA PATRIA QUE PARTICIPARON EN LOS CONFLICTOS ARMADOS CON EL ECUADOR
2016-2021	02832	02832/2017-CR	Dictamen	2018/05/10	2020/09/14	Segunda Legislatura Ordinaria 2017	Congreso	Nuevo Perú	"Pacori Mamani Oracio Ángel;Pariona Tarqui Tania Edith;Huilca Flores Indira Isabel;Glave Remy Marisa;Dammert Ego Aguirre Manuel Enrique Ernesto;Quintanilla Chacón Alberto Eugenio;Arce Cáceres Richard"	""	"Mujer y Familia;Inclusión Social y Personas con Discapacidad"	true	LEY QUE GARANTIZA EL ACCESO DE LAS PERSONAS CON DISCAPACIDAD A LOS PROGRAMAS SOCIALES
2016-2021	02833	02833/2017-CR	Dictamen	2018/05/10	2019/05/21	Segunda Legislatura Ordinaria 2017	Congreso	Nuevo Perú	"Pacori Mamani Oracio Ángel;Dammert Ego Aguirre Manuel Enrique Ernesto;Arce Cáceres Richard;Glave Remy Marisa;Huilca Flores Indira Isabel;Pariona Tarqui Tania Edith;Quintanilla Chacón Alberto Eugenio"	""	"Pueblos Andinos, Amazónicos y Afroperuanos, Ambiente y Ecología;Energía y Minas"	true	LEY QUE MODIFICA EL ARTÍCULO 7 DEL DECRETO LEGISLATIVO 1099 QUE APRUEBA ACCIONES DE INTERDICCIÓN DE LA MINERIA ILEGAL EN EL DEPARTAMENTO DE PUNO Y REMEDIACIÓN AMBIENTAL EN LA CUENCAS DE LOS RÍOS RAMIS Y SUCHES
2016-2021	02834	02834/2017-CR	En comisión	2018/05/10	2018/11/29	Segunda Legislatura Ordinaria 2017	Congreso	Nuevo Perú	"Pacori Mamani Oracio Ángel;Huilca Flores Indira Isabel;Glave Remy Marisa;Arce Cáceres Richard;Pariona Tarqui Tania Edith;Quintanilla Chacón Alberto Eugenio;Dammert Ego Aguirre Manuel Enrique Ernesto"	""	"Presupuesto y Cuenta General de la República;Presupuesto y Cuenta General de la República"	true	LEY QUE MODIFICA LA CENTÉSIMA VIGÉSIMA PRIMERA DISPOSICIÓN COMPLEMENTARIA DE LA LEY DE PRESUPUESTO DEL SECTOR PÚBLICO PARA EL AÑO FISCAL 2018
2016-2021	02835	02835/2017-CR	Dictamen	2018/05/10	2020/08/13	Segunda Legislatura Ordinaria 2017	Congreso	Nuevo Perú	"Pacori Mamani Oracio Ángel;Dammert Ego Aguirre Manuel Enrique Ernesto;Huilca Flores Indira Isabel;Pariona Tarqui Tania Edith;Quintanilla Chacón Alberto Eugenio;Arce Cáceres Richard"	""	"Mujer y Familia;Inclusión Social y Personas con Discapacidad"	true	LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN E IMPLEMENTACIÓN DE CENTROS DE REHABILITACIÓN PARA PERSONAS CON DISCAPACIDAD
2016-2021	02836	02836/2017-CR	En comisión	2018/05/10	2018/05/14	Segunda Legislatura Ordinaria 2017	Congreso	Nuevo Perú	"Canzio Álvarez Mario José;Huilca Flores Indira Isabel;Pacori Mamani Oracio Ángel;Pariona Tarqui Tania Edith;Quintanilla Chacón Alberto Eugenio;Dammert Ego Aguirre Manuel Enrique Ernesto"	""	"Justicia y Derechos Humanos"	true	LEY QUE INCORPORA EL ARTÍCULO 316 DEL CÓDIGO PENAL PARA TIPIFICAR EL DELITO DE APOLOGÍA A LA CORRUPCIÓN
2016-2021	02837	02837/2017-CR	Dictamen	2018/05/10	2019/04/01	Segunda Legislatura Ordinaria 2017	Congreso	Nuevo Perú	"Canzio Álvarez Mario José;Dammert Ego Aguirre Manuel Enrique Ernesto;Huilca Flores Indira Isabel;Pacori Mamani Oracio Ángel;Pariona Tarqui Tania Edith;Quintanilla Chacón Alberto Eugenio"	""	"Inclusión Social y Personas con Discapacidad;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE MODIFICA EL NUMERAL 3.1 DEL ARTÍCULO 3 DEL DECRETO SUPREMO 081-2011-PCM Y LE OTORGA FUERZA DE LEY AL PROGRAMA NACIONAL DE ASISTENCIA SOLIDARIA-LEY DE PENSIÓN 65
2016-2021	02838	02838/2017-CR	En comisión	2018/05/10	2018/05/14	Segunda Legislatura Ordinaria 2017	Congreso	Frente Amplio por Justicia, Vida y Libertad	"Foronda Farro María Elena;Apaza Ordóñez Justiniano Rómulo;Castro Bravo Jorge Andrés;Cevallos Flores Hernando Ismael;Curro López Edilberto;Morales Ramírez Edyson Humberto;Rozas Beltrán Wilbert Gabriel;Tucto Castillo Rogelio Robert"	""	"Transportes y Comunicaciones"	true	LEY QUE DISPONE EL ESTABLECIMIENTO DE LOS CRITERIOS TÉCNICOS PARA LA ELABORACIÓN DEL PLAN REGIONAL DE DESARROLLO DEL TERMINAL PORTUARIO DE CHIMBOTE, QUE CONTRIBUYA AL DESARROLLO SOSTENIBLE DEL DEPARTAMENTO DE ANCASH
2016-2021	02839	02839/2017-CR	Dictamen Negativo	2018/05/10	2018/06/20	Segunda Legislatura Ordinaria 2017	Congreso	No Agrupados	"Palma Mendoza José Marvín;Montenegro Figueroa Gloria Edelmira;Lescano Ancieta Yonhy;Herrera Arévalo Marita;Ávila Rojas Lucio;Echevarría Huamán Sonia Rosario;Oliva Corrales Alberto Eugenio"	""	"Energía y Minas"	true	LEY QUE DEJA SIN EFECTO LOS DECRETOS SUPREMOS 006-2018-EM, 007-2018-EM, 008-2018-EM, 009-2018-EM Y 10-2018-EM, QUE APRUEBAN CONTRATOS DE LICENCIA PARA EXPLORACIÓN Y EXPLOTACIÓN DE HIDROCARBUROS EN LOS LOTES Z-64, Z---65, Z-66, Z-67, Z-68 RESPECTIVAMENTE
2016-2021	02840	02840/2017-CR	Orden del Día	2018/05/10	2019/09/24	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Andrade Salguero de Álvarez Gladys Griselda;Pariona Galindo Federico;Alcalá Mateo Percy Eloy;Miyashiro Arashiro Marco Enrique;Noceda Chiang Paloma Rosa;Palomino Ortiz Dalmiro Feliciano"	""	"Educación, Juventud y Deporte;Agraria"	true	LEY QUE CREA EL SERVICIO CIVIL FACULTATIVO DE GRADUANDOS SECIGRA-AGRARIO
2016-2021	02841	02841/2017-CR	En comisión	2018/05/11	2018/05/16	Segunda Legislatura Ordinaria 2017	Congreso	Célula Parlamentaria Aprista	"Velásquez Quesquén Angel Javier;Mulder Bedoya Claude Maurice;Del Castillo Gálvez Jorge Alfonso Alejandro;Rodríguez Zavaleta Elías Nicolás"	""	"Trabajo y Seguridad Social;Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	LEY QUE PROPONE LA CREACIÓN DE LA COMISIÓN MULTISECTORIAL ENCARGADA DE EVALUAR LA IMPLEMENTACIÓN DE LA LEY DEL SERVICIO CIVIL Y PROPONER UNA NUEVA LEY DE REFORMA DEL SERVICIO CIVIL
2016-2021	02842	02842/2017-CR	En comisión	2018/05/11	2018/05/16	Segunda Legislatura Ordinaria 2017	Congreso	No Agrupados	"Echevarría Huamán Sonia Rosario;Herrera Arévalo Marita;Ramírez Tandazo Bienvenido;Galván Vento Clayton Flavio;Bocangel Weydert Guillermo Augusto;Robles Uribe Lizbeth Hilda;Ávila Rojas Lucio"	""	"Educación, Juventud y Deporte"	true	LEY QUE DENOMINA LA UNIVERSIDAD DE BELLAS ARTES 'SAN PEDRO DE CAJAS' A LA ESCUELA SUPERIOR DE FORMACIÓN ARTÍSTICA SAN PEDRO DE CAJAS
2016-2021	02843	02843/2017-CR	Publicado El Peruano	2018/05/11	2018/12/19	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Torres Morales Miguel Ángel;Chacón De Vettori Cecilia Isabel;Beteta Rubín Karina Juliza;Becerril Rodríguez Héctor Virgilio;Monterola Abregu Wuilian Alfonso;Alcalá Mateo Percy Eloy;Letona Pereyra María Úrsula Ingrid;Villavicencio Cárdenas Francisco Javier"	"Domínguez Herrera Carlos Alberto"	"Producción, Micro y Pequeña Empresa y Cooperativas;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE PROMUEVE LA REDUCCIÓN GRADUAL DEL CONSUMO DE BOLSAS DE PLÁSTICO Y QUE CREA EL IMPUESTO NACIONAL A LAS BOLSAS DE PLÁSTICO
2016-2021	02844	02844/2017-CR	En comisión	2018/05/11	2018/05/16	Segunda Legislatura Ordinaria 2017	Congreso	No Agrupados	"Ramírez Tandazo Bienvenido;Galván Vento Clayton Flavio;Yika García Luis Alberto;Bocangel Weydert Guillermo Augusto;Herrera Arévalo Marita;Echevarría Huamán Sonia Rosario;Robles Uribe Lizbeth Hilda"	""	"Pueblos Andinos, Amazónicos y Afroperuanos, Ambiente y Ecología;Agraria"	true	LEY QUE DECLARA DE INTERÉS Y NECESIDAD PÚBLICA LA PROTECCIÓN Y CONSERVACIÓN DEL 'COCODRILO DE TUMBES' CROCODYLUS ACUTUS
2016-2021	02845	02845/2017-CR	Dictamen	2018/05/11	2019/02/14	Segunda Legislatura Ordinaria 2017	Congreso	Nuevo Perú	"Glave Remy Marisa;Dammert Ego Aguirre Manuel Enrique Ernesto;Arce Cáceres Richard;Huilca Flores Indira Isabel;Pariona Tarqui Tania Edith;Quintanilla Chacón Alberto Eugenio;Zeballos Patrón Horacio"	""	"Justicia y Derechos Humanos;Mujer y Familia"	true	LEY QUE REGULA LAS MEDIDAS PREVENTIVAS CONTRA EL ACOSO COMO FORMA DE VIOLENCIA HACIA LA MUJER
2016-2021	02846	02846/2017-CR	En comisión	2018/05/11	2018/05/15	Segunda Legislatura Ordinaria 2017	Congreso	No Agrupados	"Ramírez Tandazo Bienvenido;Herrera Arévalo Marita;Echevarría Huamán Sonia Rosario;Robles Uribe Lizbeth Hilda;Yika García Luis Alberto;Galván Vento Clayton Flavio;Bocangel Weydert Guillermo Augusto"	""	"Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY DE PROMOCIÓN TURÍSTICA PARA EL DEPARTAMENTO DE TUMBES QUE AMPLÍA BENEFICIOS DE LA LEY 29285 PARA LOS VUELOS DESDE Y HACIA EL AEROPUERTO 'CAP. F.A.P. PEDRO CANGA RODRÍGUEZ ', DISTRITO Y PROVINCIA DE TUMBES
2016-2021	02847	02847/2017-CR	Orden del Día	2018/05/11	2019/09/19	Segunda Legislatura Ordinaria 2017	Congreso	Nuevo Perú	"Ochoa Pezo Édgar Américo;Arce Cáceres Richard;Huilca Flores Indira Isabel;Pacori Mamani Oracio Ángel;Pariona Tarqui Tania Edith;Quintanilla Chacón Alberto Eugenio"	""	"Educación, Juventud y Deporte"	true	LEY QUE MODIFICA LA TERCERA DISPOSICIÓN COMPLEMENTARIA MODIFICATORIA DE LA LEY 30512, LEY DE INSTITUTOS Y ESCUELAS DE EDUCACIÓN SUPERIOR Y DE LA CARRERA PÚBLICA DE SUS DOCENTES, QUE MODIFICA LA LEY 27506 LEY DE CANON
2016-2021	02848	02848/2017-CR	Dictamen Negativo	2018/05/11	2019/03/21	Segunda Legislatura Ordinaria 2017	Congreso	Acción Popular	"Román Valdivia Miguel;Lescano Ancieta Yonhy;García Belaunde Víctor Andrés;Del Águila Herrera Edmundo"	""	"Economía, Banca, Finanzas e Inteligencia Financiera;Energía y Minas"	true	LEY QUE MODIFICA EL ARTÍCULO 3 DE LA LEY 29790, LEY QUE ESTABLECE EL MARCO LEGAL DEL GRAVAMEN ESPECIAL A LA MINERÍA
2016-2021	02849	02849/2017-PE	Publicado El Peruano	2018/05/11	2018/05/24	Segunda Legislatura Ordinaria 2017	Poder Ejecutivo		""	""	"Constitución y Reglamento"	true	FACULTADES.-EJECUTIVO/ LEGISLAR EN MATERIA DE RECONSTRUCCIÓN Y CIERRE DE BRECHAS EN INFRAESTRUCTURA Y SERVICIOS
2016-2021	02850	02850/2017-CR	En comisión	2018/05/11	2018/05/16	Segunda Legislatura Ordinaria 2017	Congreso	Nuevo Perú	"Canzio Álvarez Mario José;Pacori Mamani Oracio Ángel;Ochoa Pezo Édgar Américo;Quintanilla Chacón Alberto Eugenio;Pariona Tarqui Tania Edith;Dammert Ego Aguirre Manuel Enrique Ernesto;Huilca Flores Indira Isabel;Zeballos Patrón Horacio"	""	"Educación, Juventud y Deporte"	true	LEY QUE REGULA EL EJERCICIO PROFESIONAL DEL INGENIERO QUÍMICO
2016-2021	02851	02851/2017-CR	Orden del Día	2018/05/11	2019/03/06	Segunda Legislatura Ordinaria 2017	Congreso	Nuevo Perú	"Canzio Álvarez Mario José;Dammert Ego Aguirre Manuel Enrique Ernesto;Pacori Mamani Oracio Ángel;Ochoa Pezo Édgar Américo;Pariona Tarqui Tania Edith;Arce Cáceres Richard;Huilca Flores Indira Isabel;Quintanilla Chacón Alberto Eugenio"	""	"Cultura y Patrimonio Cultural"	true	LEY QUE DECLARA EL MIÉRCOLES DE CENIZA DE CADA AÑO COMO 'DÍA DEL HUAYLARSH'
2016-2021	02852	02852/2017-CR	Publicado El Peruano	2018/05/11	2018/12/19	Segunda Legislatura Ordinaria 2017	Congreso	Célula Parlamentaria Aprista	"Velásquez Quesquén Angel Javier;Del Castillo Gálvez Jorge Alfonso Alejandro;Mulder Bedoya Claude Maurice;Rodríguez Zavaleta Elías Nicolás"	"Zeballos Salinas Vicente Antonio"	"Producción, Micro y Pequeña Empresa y Cooperativas;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE REGULA EL USO DE PRODUCTOS ELABORADOS CON MATERIAL PLÁSTICO CONVENCIONAL DE UN SOLO USO, CON LA FINALIDAD DE PROTEGER EL MEDIO AMBIENTE Y LA SALUD PÚBLICA
2016-2021	02853	02853/2017-CR	Publicado El Peruano	2018/05/14	2018/12/22	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Salazar De La Torre Milagros Emperatriz;Becerril Rodríguez Héctor Virgilio;Del Águila Cárdenas Juan Carlos;Gonzales Ardiles Juan Carlos Eugenio;Lizana Santos Mártires;Palomino Ortiz Dalmiro Feliciano;Takayama Jiménez Liliana Milagros;Trujillo Zegarra Gilmer;Mamani Colquehuanca Moisés"	""	"Trabajo y Seguridad Social"	true	LEY QUE PRECISA EL RÉGIMEN LABORAL DE LOS OBREROS DE LOS GOBIERNOS LOCALES
2016-2021	02854	02854/2017-CR	En comisión	2018/05/14	2018/05/18	Segunda Legislatura Ordinaria 2017	Congreso	Nuevo Perú	"Zeballos Patrón Horacio;Dammert Ego Aguirre Manuel Enrique Ernesto;Huilca Flores Indira Isabel;Glave Remy Marisa;Pacori Mamani Oracio Ángel;Quintanilla Chacón Alberto Eugenio"	""	"Pueblos Andinos, Amazónicos y Afroperuanos, Ambiente y Ecología;Trabajo y Seguridad Social"	true	LEY QUE PROMUEVE LA CARRERA DEL GUARDAPARQUE
2016-2021	02855	02855/2017-PE	En comisión	2018/05/14	2018/05/31	Segunda Legislatura Ordinaria 2017	Poder Ejecutivo		""	""	"Presupuesto y Cuenta General de la República"	true	LEY QUE DISPONE APROBAR MEDIDAS DE AUSTERIDAD DE GASTO PÚBLICO
2016-2021	02856	02856/2017-CR	Autógrafa	2018/05/14	2018/10/04	Segunda Legislatura Ordinaria 2017	Congreso	Acción Popular	"Del Águila Herrera Edmundo;Román Valdivia Miguel;García Belaunde Víctor Andrés;Villanueva Mercado Armando"	""	"Constitución y Reglamento"	true	LEY DE REFORMA CONSTITUCIONAL PARA RESTABLECER LA BICAMERALIDAD EN EL PERÚ
2016-2021	02857	02857/2017-CR	En comisión	2018/05/15	2018/05/18	Segunda Legislatura Ordinaria 2017	Congreso	No Agrupados	"García Jiménez Maritza Matilde;Dávila Vizcarra Sergio Francisco Félix;Echevarría Huamán Sonia Rosario;Martorell Sobero Guillermo Hernán;Yika García Luis Alberto"	""	"Justicia y Derechos Humanos"	true	CÓDIGO PENAL 108-E/INCORPORA PREVENIR, SANCIONAR Y ERRADICAR EL ACOSO CONTRA LAS MUJERES
2016-2021	02858	02858/2017-CR	Publicado El Peruano	2018/05/15	2018/12/19	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Melgarejo Páucar María Cristina;Beteta Rubín Karina Juliza;Andrade Salguero de Álvarez Gladys Griselda;Arimborgo Guerra Tamar;Del Águila Cárdenas Juan Carlos;López Vilela Luis Humberto;Noceda Chiang Paloma Rosa;Yuyes Meza Juan Carlo"	""	"Producción, Micro y Pequeña Empresa y Cooperativas;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE PROHIBE EL USO DE TODO TIPO DE BOLSAS DE POLIPROPILENO, POLIETILENO, NO BIODEGRADABLES Y ENVASES DE ESPUMAFLEX EN LAS PLAYAS DE TODO EL LITORAL PERUANO Y ÁREAS DECLARADAS COMO PATRIMONIO NATURAL DE LA HUMANIDAD EN EL PERÚ
2016-2021	02859	02859/2017-CR	Dictamen	2018/05/15	2019/09/18	Segunda Legislatura Ordinaria 2017	Congreso	Acción Popular	"Del Águila Herrera Edmundo;Villanueva Mercado Armando;Lescano Ancieta Yonhy;García Belaunde Víctor Andrés"	""	"Transportes y Comunicaciones;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE AUTORIZA NORMAR INCENTIVOS Y/O EXONERACIONES A INVERSIONES PARA EL USO RACIONAL DE INFRAESTRUCTURA VIAL Y DISPONE FRANJAS HORARIAS PARA CIRCULACIÓN DE VEHÍCULOS DE TRANSPORTE DE MERCANCÍA Y/O CARGA EN VÍAS URBANAS
2016-2021	02860	02860/2017-CR	Dictamen	2018/05/15	2019/07/23	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Aramayo Gaona Alejandra;Beteta Rubín Karina Juliza;Monterola Abregu Wuilian Alfonso;Schaefer Cuculiza Karla Melissa;Bocangel Weydert Guillermo Augusto;Del Águila Cárdenas Juan Carlos;Lizana Santos Mártires;Mamani Colquehuanca Moisés;Mantilla Medina Mario Fidel;Martorell Sobero Guillermo Hernán;Takayama Jiménez Liliana Milagros;Ventura Ángel Roy Ernesto;Herrera Arévalo Marita"	""	"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas;Trabajo y Seguridad Social"	true	LEY DEL VIGILANTE PERUANO
2016-2021	02861	02861/2017-CR	Publicado El Peruano	2018/05/15	2019/03/07	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Aramayo Gaona Alejandra;Tapia Bernal Segundo Leocadio;Yuyes Meza Juan Carlo;Del Águila Cárdenas Juan Carlos;Segura Izquierdo César Antonio;Lizana Santos Mártires;Mantilla Medina Mario Fidel;Schaefer Cuculiza Karla Melissa;Trujillo Zegarra Gilmer"	""	"Justicia y Derechos Humanos"	true	LEY QUE DECLARA DE INTERÉS PÚBLICO Y PRIORIDAD NACIONAL LA IMPLEMENTACIÓN PROGRESIVA DE CÁMARAS GESELL EN TODAS LAS FISCALÍAS PROVINCIALES PENALES, DE FAMILIA O MIXTAS DE LAS PROVINCIAS DE LOS DISTRITOS FISCALES Y JUZGADOS DE FAMILIA DE LOS DISTRITOS JUDICIALES DEL PAÍS, A FIN DE GARANTIZAR LA ACTUACIÓN OPORTUNA DE LAS DILIGENCIAS QUE SIRVAN COMO MEDIOS PROBATORIOS IDÓNEOS EN LOS PROCESOS JUDICIALES Y EVITAR LA REVICTIMIZACIÓN EN LOS CASOS DE VIOLENCIA SEXUAL, FAMILIAR Y TRATA DE PERSONAS.
